,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,intersection_street_1,intersection_street_2,landmark,closed_date,taxi_pick_up_location,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
189,57106287,2023-03-22T00:28:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11214.0,2021 76 STREET,76 STREET,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,,In Progress,,,11 BROOKLYN,3062290069.0,BROOKLYN,986543.0,161464.0,ONLINE,Unspecified,BROOKLYN,40.60985745736893,-73.99174157182505,"{'latitude': '40.60985745736893', 'longitude': '-73.99174157182505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616.0,1.0,2.0,45.0,37.0,20 AVENUE,21 AVENUE,76 STREET,,,,,,,
190,57101154,2023-03-22T00:28:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472.0,1050 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,FTELEY AVENUE,METCALF AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T00:52:57.000,09 BRONX,2037230001.0,BRONX,1019929.0,240276.0,ONLINE,Unspecified,BRONX,40.826105577334964,-73.87108149377204,"{'latitude': '40.826105577334964', 'longitude': '-73.87108149377204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11610.0,58.0,5.0,31.0,26.0,FTELEY AVENUE,METCALF AVENUE,SOUNDVIEW AVENUE,2023-03-22T00:52:52.000,,,,,,
191,57102800,2023-03-22T00:27:35.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11412.0,104-25 201 STREET,201 STREET,104 AVENUE,109 AVENUE,ADDRESS,SAINT ALBANS,,Closed,The Police Department issued a summons in response to the complaint.,2023-03-22T00:55:25.000,12 QUEENS,4108970045.0,QUEENS,1051421.0,197603.0,MOBILE,Unspecified,QUEENS,40.70879637482481,-73.75771873560721,"{'latitude': '40.70879637482481', 'longitude': '-73.75771873560721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15312.0,41.0,3.0,6.0,61.0,104 AVENUE,109 AVENUE,201 STREET,2023-03-22T00:55:19.000,,,,,,
192,57100855,2023-03-22T00:27:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014.0,7 CARMINE STREET,CARMINE STREET,AVENUE OF THE AMERICAS,BLEECKER STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-03-22T00:40:15.000,02 MANHATTAN,1005890045.0,MANHATTAN,983684.0,205407.0,ONLINE,Unspecified,MANHATTAN,40.73047142588409,-74.00204218525025,"{'latitude': '40.73047142588409', 'longitude': '-74.00204218525025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12077.0,57.0,4.0,10.0,3.0,AVENUE OF THE AMERICAS,BLEECKER STREET,CARMINE STREET,2023-03-22T00:40:07.000,,,,,,
193,57102953,2023-03-22T00:27:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11418.0,87-32 123 STREET,123 STREET,JAMAICA AVENUE,89 AVENUE,ADDRESS,RICHMOND HILL,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:57:27.000,09 QUEENS,4093310024.0,QUEENS,1032208.0,194256.0,ONLINE,Unspecified,QUEENS,40.69973466274859,-73.8270423504258,"{'latitude': '40.69973466274859', 'longitude': '-73.8270423504258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24014.0,46.0,3.0,28.0,60.0,JAMAICA AVENUE,89 AVENUE,123 STREET,2023-03-22T01:57:21.000,,,,,,
194,57106807,2023-03-22T00:25:56.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11206.0,38 BARTLETT STREET,BARTLETT STREET,HARRISON AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T01:18:05.000,01 BROOKLYN,3022720013.0,BROOKLYN,999061.0,194688.0,ONLINE,Bartlett Playground,BROOKLYN,40.701037959806726,-73.94658400430633,"{'latitude': '40.701037959806726', 'longitude': '-73.94658400430633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213.0,36.0,2.0,38.0,56.0,HARRISON AVENUE,THROOP AVENUE,BARTLETT STREET,2023-03-22T01:18:00.000,,,,,,
195,57098913,2023-03-22T00:25:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455.0,530 EAST  146 STREET,EAST  146 STREET,BROOK AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T01:18:00.000,01 BRONX,2022720038.0,BRONX,1007677.0,235383.0,ONLINE,Unspecified,BRONX,40.81271667065921,-73.91536854607924,"{'latitude': '40.81271667065921', 'longitude': '-73.91536854607924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10933.0,49.0,5.0,35.0,23.0,BROOK AVENUE,ST ANNS AVENUE,EAST  146 STREET,2023-03-22T01:17:55.000,,,,,,
196,57106134,2023-03-22T00:25:46.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11204.0,5601 19 AVENUE,19 AVENUE,55 STREET,58 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T01:15:19.000,12 BROOKLYN,3054950001.0,BROOKLYN,989025.0,166211.0,ONLINE,Unspecified,BROOKLYN,40.62288599893457,-73.98279908759596,"{'latitude': '40.62288599893457', 'longitude': '-73.98279908759596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867.0,2.0,2.0,18.0,39.0,55 STREET,58 STREET,19 AVENUE,2023-03-22T01:15:13.000,,,,,,
197,57106726,2023-03-22T00:25:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11230.0,1201 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-03-22T00:57:04.000,12 BROOKLYN,3065420001.0,BROOKLYN,992721.0,164811.0,ONLINE,Unspecified,BROOKLYN,40.61904052796958,-73.9694867986185,"{'latitude': '40.61904052796958', 'longitude': '-73.9694867986185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513.0,2.0,2.0,18.0,39.0,AVENUE L,AVENUE M,OCEAN PARKWAY,2023-03-22T00:56:54.000,,,,,,
198,57105390,2023-03-22T00:25:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222.0,165 RICHARDSON STREET,RICHARDSON STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,,In Progress,,2023-03-22T02:51:59.000,01 BROOKLYN,3027250005.0,BROOKLYN,999652.0,201178.0,MOBILE,Unspecified,BROOKLYN,40.71885045772073,-73.94443771200528,"{'latitude': '40.71885045772073', 'longitude': '-73.94443771200528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18182.0,36.0,2.0,30.0,57.0,GRAHAM AVENUE,HUMBOLDT STREET,RICHARDSON STREET,,,,,,,
199,57098898,2023-03-22T00:25:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457.0,1950 PROSPECT AVENUE,PROSPECT AVENUE,ELSMERE PLACE,EAST TREMONT AVENUE,ADDRESS,BRONX,,In Progress,,,06 BRONX,2029560005.0,BRONX,1014905.0,246842.0,ONLINE,Unspecified,BRONX,40.84414620147999,-73.88920462443645,"{'latitude': '40.84414620147999', 'longitude': '-73.88920462443645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269.0,35.0,5.0,43.0,31.0,ELSMERE PLACE,EAST TREMONT AVENUE,PROSPECT AVENUE,,,,,,,
200,57103692,2023-03-22T00:24:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217.0,580 BALTIC STREET,BALTIC STREET,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:09:59.000,06 BROOKLYN,3004070041.0,BROOKLYN,989244.0,187389.0,ONLINE,Unspecified,BROOKLYN,40.68101487373954,-73.9819945059896,"{'latitude': '40.68101487373954', 'longitude': '-73.9819945059896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17619.0,14.0,2.0,38.0,50.0,3 AVENUE,4 AVENUE,BALTIC STREET,2023-03-22T01:09:52.000,,,,,,
201,57099405,2023-03-22T00:24:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453.0,65 EAST  175 STREET,EAST  175 STREET,TOWNSEND AVENUE,WALTON AVENUE,ADDRESS,BRONX,,In Progress,,,05 BRONX,2028500067.0,BRONX,1008893.0,247913.0,ONLINE,Unspecified,BRONX,40.84710460483617,-73.91092964891654,"{'latitude': '40.84710460483617', 'longitude': '-73.91092964891654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931.0,6.0,5.0,29.0,29.0,TOWNSEND AVENUE,WALTON AVENUE,EAST  175 STREET,,,,,,,
202,57100258,2023-03-22T00:23:19.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11206.0,38 BARTLETT STREET,BARTLETT STREET,HARRISON AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T01:18:24.000,01 BROOKLYN,3022720013.0,BROOKLYN,999061.0,194688.0,ONLINE,Bartlett Playground,BROOKLYN,40.701037959806726,-73.94658400430633,"{'latitude': '40.701037959806726', 'longitude': '-73.94658400430633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17213.0,36.0,2.0,38.0,56.0,HARRISON AVENUE,THROOP AVENUE,BARTLETT STREET,2023-03-22T01:18:14.000,,,,,,
203,57107245,2023-03-22T00:23:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10001.0,416 WEST   25 STREET,WEST   25 STREET,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-03-22T01:50:02.000,04 MANHATTAN,1007220050.0,MANHATTAN,983939.0,211817.0,ONLINE,Unspecified,MANHATTAN,40.74806529786584,-74.00112241580416,"{'latitude': '40.74806529786584', 'longitude': '-74.00112241580416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11722.0,12.0,4.0,10.0,6.0,9 AVENUE,10 AVENUE,WEST   25 STREET,2023-03-22T01:49:55.000,,,,,,
204,57102275,2023-03-22T00:21:39.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11365.0,190-19 50 AVENUE,50 AVENUE,190 STREET,192 STREET,ADDRESS,FRESH MEADOWS,,In Progress,,,11 QUEENS,4056260040.0,QUEENS,1043085.0,211693.0,ONLINE,Unspecified,QUEENS,40.74752923044569,-73.78766280666987,"{'latitude': '40.74752923044569', 'longitude': '-73.78766280666987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14507.0,26.0,3.0,3.0,69.0,190 STREET,192 STREET,50 AVENUE,,,,,,,
205,57100020,2023-03-22T00:21:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225.0,1700 BEDFORD AVENUE,BEDFORD AVENUE,MONTGOMERY STREET,SULLIVAN PLACE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-03-22T01:00:33.000,09 BROOKLYN,3013020001.0,BROOKLYN,996159.0,181617.0,ONLINE,Unspecified,BROOKLYN,40.66516542913646,-73.9570731909286,"{'latitude': '40.66516542913646', 'longitude': '-73.9570731909286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509.0,17.0,2.0,48.0,44.0,MONTGOMERY STREET,SULLIVAN PLACE,BEDFORD AVENUE,2023-03-22T01:00:28.000,,,,,,
206,57106404,2023-03-22T00:21:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10456.0,1480 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T01:18:15.000,03 BRONX,2029110001.0,BRONX,1010929.0,244302.0,ONLINE,Unspecified,BRONX,40.83718755388138,-73.90358504457679,"{'latitude': '40.83718755388138', 'longitude': '-73.90358504457679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934.0,34.0,5.0,42.0,25.0,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,2023-03-22T01:18:09.000,,,,,,
207,57104841,2023-03-22T00:21:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204.0,5601 19 AVENUE,19 AVENUE,55 STREET,58 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T01:15:44.000,12 BROOKLYN,3054950001.0,BROOKLYN,989025.0,166211.0,ONLINE,Unspecified,BROOKLYN,40.62288599893457,-73.98279908759596,"{'latitude': '40.62288599893457', 'longitude': '-73.98279908759596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867.0,2.0,2.0,18.0,39.0,55 STREET,58 STREET,19 AVENUE,2023-03-22T01:15:38.000,,,,,,
208,57106127,2023-03-22T00:20:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456.0,635 EAST  169 STREET,EAST  169 STREET,FRANKLIN AVENUE,BOSTON ROAD,ADDRESS,BRONX,,In Progress,,,03 BRONX,2029330067.0,BRONX,1011637.0,242191.0,MOBILE,Unspecified,BRONX,40.831391304313954,-73.90103503197089,"{'latitude': '40.831391304313954', 'longitude': '-73.90103503197089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934.0,34.0,5.0,42.0,25.0,FRANKLIN AVENUE,BOSTON ROAD,EAST  169 STREET,,,,,,,
209,57107557,2023-03-22T00:19:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10009.0,40 AVENUE D,AVENUE D,EAST    4 STREET,EAST    5 STREET,ADDRESS,NEW YORK,,In Progress,,2023-03-22T02:03:48.000,03 MANHATTAN,1003560001.0,MANHATTAN,990482.0,202189.0,MOBILE,Unspecified,MANHATTAN,40.721636621264146,-73.97751729417588,"{'latitude': '40.721636621264146', 'longitude': '-73.97751729417588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,70.0,4.0,50.0,5.0,EAST    4 STREET,EAST    5 STREET,AVENUE D,,,,,,,
210,57099999,2023-03-22T00:19:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204.0,5601 19 AVENUE,19 AVENUE,55 STREET,58 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T00:37:44.000,12 BROOKLYN,3054950001.0,BROOKLYN,989025.0,166211.0,ONLINE,Unspecified,BROOKLYN,40.62288599893457,-73.98279908759596,"{'latitude': '40.62288599893457', 'longitude': '-73.98279908759596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16867.0,2.0,2.0,18.0,39.0,55 STREET,58 STREET,19 AVENUE,2023-03-22T00:37:40.000,,,,,,
211,57107517,2023-03-22T00:18:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205.0,82 ST EDWARDS STREET,ST EDWARDS STREET,MONUMENT WALK,AUBURN PLACE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:05:50.000,02 BROOKLYN,3020340001.0,BROOKLYN,990346.0,192320.0,ONLINE,Unspecified,BROOKLYN,40.69454864662858,-73.97801686584596,"{'latitude': '40.69454864662858', 'longitude': '-73.97801686584596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17212.0,68.0,2.0,48.0,55.0,MONUMENT WALK,AUBURN PLACE,ST EDWARDS STREET,2023-03-22T01:05:44.000,,,,,,
212,57099040,2023-03-22T00:17:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102.0,30-55 33 STREET,33 STREET,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-03-22T01:43:45.000,01 QUEENS,4006250024.0,QUEENS,1006168.0,217919.0,MOBILE,Unspecified,QUEENS,40.76478656829849,-73.92087688321367,"{'latitude': '40.76478656829849', 'longitude': '-73.92087688321367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16860.0,39.0,3.0,4.0,72.0,30 AVENUE,31 AVENUE,33 STREET,2023-03-22T01:43:40.000,,,,,,
213,57098747,2023-03-22T00:17:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11357.0,21-16 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,21 AVENUE,21 ROAD,ADDRESS,WHITESTONE,,In Progress,,,07 QUEENS,4048780049.0,QUEENS,1039256.0,222958.0,MOBILE,Unspecified,QUEENS,40.77847332127413,-73.80138954880518,"{'latitude': '40.77847332127413', 'longitude': '-73.80138954880518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14192.0,22.0,3.0,20.0,67.0,21 AVENUE,21 ROAD,FRANCIS LEWIS BOULEVARD,,,,,,,
214,57104205,2023-03-22T00:17:21.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10002.0,105 STANTON STREET,STANTON STREET,LUDLOW STREET,ESSEX STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T00:24:57.000,03 MANHATTAN,1004110053.0,MANHATTAN,987673.0,202025.0,ONLINE,Unspecified,MANHATTAN,40.72118801374137,-73.98765119007912,"{'latitude': '40.72118801374137', 'longitude': '-73.98765119007912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11723.0,70.0,4.0,32.0,4.0,LUDLOW STREET,ESSEX STREET,STANTON STREET,2023-03-22T00:24:54.000,,,,,,
215,57101401,2023-03-22T00:17:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230.0,1877 OCEAN AVENUE,OCEAN AVENUE,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-03-22T01:20:50.000,14 BROOKLYN,3076740039.0,BROOKLYN,996882.0,163622.0,PHONE,Unspecified,BROOKLYN,40.615772014582184,-73.95450077956109,"{'latitude': '40.615772014582184', 'longitude': '-73.95450077956109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13513.0,60.0,2.0,15.0,43.0,AVENUE N,AVENUE O,OCEAN AVENUE,2023-03-22T01:20:46.000,,,,,,
216,57107653,2023-03-22T00:17:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025.0,201 WEST   93 STREET,WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:05:33.000,07 MANHATTAN,1012410025.0,MANHATTAN,992055.0,227882.0,PHONE,Unspecified,MANHATTAN,40.79215609704783,-73.97181267742812,"{'latitude': '40.79215609704783', 'longitude': '-73.97181267742812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12422.0,20.0,4.0,19.0,15.0,AMSTERDAM AVENUE,BROADWAY,WEST   93 STREET,2023-03-22T01:05:26.000,,,,,,
217,57106124,2023-03-22T00:17:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10025.0,951 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  106 STREET,WEST  107 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-03-22T00:36:44.000,07 MANHATTAN,1018610063.0,MANHATTAN,993839.0,231064.0,ONLINE,Unspecified,MANHATTAN,40.800888066586644,-73.96536531783022,"{'latitude': '40.800888066586644', 'longitude': '-73.96536531783022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12422.0,20.0,4.0,23.0,15.0,WEST  106 STREET,WEST  107 STREET,AMSTERDAM AVENUE,2023-03-22T00:36:40.000,,,,,,
218,57104148,2023-03-22T00:17:01.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11233.0,2306 DEAN STREET,DEAN STREET,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,ADDRESS,BROOKLYN,,In Progress,,2023-03-22T02:10:38.000,16 BROOKLYN,3014480135.0,BROOKLYN,1008813.0,185125.0,PHONE,Unspecified,BROOKLYN,40.6747680370971,-73.91144821860205,"{'latitude': '40.6747680370971', 'longitude': '-73.91144821860205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13516.0,55.0,2.0,17.0,46.0,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,DEAN STREET,,,,,,,
219,57104655,2023-03-22T00:16:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460.0,1450 CROTONA PARK EAST,CROTONA PARK EAST,CROTONA AVENUE,CLAREMONT PARKWAY,ADDRESS,BRONX,,In Progress,,,03 BRONX,2029380020.0,BRONX,1013064.0,243451.0,MOBILE,Unspecified,BRONX,40.834845098803854,-73.89587305345138,"{'latitude': '40.834845098803854', 'longitude': '-73.89587305345138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269.0,34.0,5.0,42.0,25.0,CROTONA AVENUE,CLAREMONT PARKWAY,CROTONA PARK EAST,,,,,,,
220,57100617,2023-03-22T00:16:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10470.0,53 EAST  235 STREET,EAST  235 STREET,NAPIER AVENUE,ONEIDA AVENUE,ADDRESS,BRONX,,In Progress,,,12 BRONX,2033660063.0,BRONX,1018938.0,266050.0,PHONE,Unspecified,BRONX,40.896851309327225,-73.87452886292581,"{'latitude': '40.896851309327225', 'longitude': '-73.87452886292581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11608.0,29.0,5.0,40.0,30.0,NAPIER AVENUE,ONEIDA AVENUE,EAST  235 STREET,,,,,,,
221,57108173,2023-03-22T00:14:26.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-03-22T01:18:04.000,Unspecified MANHATTAN,,MANHATTAN,984878.0,208075.0,MOBILE,Unspecified,MANHATTAN,40.73779442489342,-73.99773386344371,"{'latitude': '40.73779442489342', 'longitude': '-73.99773386344371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12074.0,12.0,4.0,10.0,7.0,,,,2023-03-22T01:17:57.000,,,F,,Platform,F M Downtown & Brooklyn
222,57105140,2023-03-22T00:13:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11209.0,7201 RIDGE BOULEVARD,RIDGE BOULEVARD,72 STREET,73 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:37:21.000,10 BROOKLYN,3059070006.0,BROOKLYN,976016.0,170279.0,ONLINE,Unspecified,BROOKLYN,40.63404926192071,-74.02966617941425,"{'latitude': '40.63404926192071', 'longitude': '-74.02966617941425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216.0,10.0,2.0,44.0,41.0,72 STREET,73 STREET,RIDGE BOULEVARD,2023-03-22T01:37:18.000,,,,,,
223,57100833,2023-03-22T00:13:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11225.0,2121 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T01:02:23.000,09 BROOKLYN,3050260070.0,BROOKLYN,995080.0,179741.0,ONLINE,Unspecified,BROOKLYN,40.66001760998396,-73.96096553336491,"{'latitude': '40.66001760998396', 'longitude': '-73.96096553336491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509.0,17.0,2.0,11.0,44.0,DEAD END,FLATBUSH AVENUE,BEEKMAN PLACE,2023-03-22T01:02:18.000,,,,,,
224,57106429,2023-03-22T00:13:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458.0,225 EAST  202 STREET,EAST  202 STREET,GRAND CONCOURSE,VALENTINE AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-03-22T01:38:00.000,07 BRONX,2033080030.0,BRONX,1015787.0,257393.0,ONLINE,Unspecified,BRONX,40.87310240013715,-73.88596720145928,"{'latitude': '40.87310240013715', 'longitude': '-73.88596720145928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936.0,24.0,5.0,40.0,34.0,GRAND CONCOURSE,VALENTINE AVENUE,EAST  202 STREET,2023-03-22T01:37:49.000,,,,,,
225,57105368,2023-03-22T00:12:55.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11231.0,624 CLINTON STREET,CLINTON STREET,CENTRE MALL,BUSH STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-03-22T00:36:36.000,06 BROOKLYN,3005380001.0,BROOKLYN,983643.0,184858.0,ONLINE,Unspecified,BROOKLYN,40.67406923864178,-74.00218826523523,"{'latitude': '40.67406923864178', 'longitude': '-74.00218826523523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13514.0,14.0,2.0,7.0,48.0,CENTRE MALL,BUSH STREET,CLINTON STREET,2023-03-22T00:36:32.000,,,,,,
